,ctwl/nm,transmissionDepth/dB,r/%,n_ac,n_dc
57,1536.16,-28.085,0.9984458247092284,0.00013480694143066884,0.001184772419539631
58,1536.152,-28.085,0.9984458247092284,0.00013480623938431202,0.0011847785896187354
59,1536.152,-28.083,0.9984451088202303,0.00013480623938431202,0.0011847785896187354
60,1536.24,-28.081,0.9984443926014771,0.00013481396189423672,0.0011847107222829763
61,1536.168,-28.081,0.9984443926014771,0.0001348076434770256,0.0011847662495247915
62,1536.128,-28.078,0.9984433176547245,0.00013480413324524167,0.0011847971002416466
63,1536.168,-28.078,0.9984433176547245,0.0001348076434770256,0.0011847662495247915
64,1536.156,-28.075,0.9984422419651684,0.00013480659040749043,0.0011847755045711504
65,1536.24,-28.074,0.9984418832368269,0.00013481396189423672,0.0011847107222829763
66,1536.232,-28.072,0.9984411655322956,0.00013481325984787993,0.0011847168917194799
67,1536.232,-28.067,0.9984393698242975,0.00013481325984787993,0.0011847168917194799
68,1536.164,-28.065,0.9984386509620303,0.00013480729245384722,0.0011847693345241783
69,1536.172,-28.063,0.9984379317686387,0.000134807994500204,0.0011847631645414704
70,1536.16,-28.06,0.998436852357359,0.00013480694143066884,0.001184772419539631
71,1547.388,-28.065,0.9984386509620303,0.0001357922634924225,0.001176175593968675
72,1547.396,-28.085,0.9984458247092284,0.0001357929655387793,0.001176169513169221
73,1547.404,-28.108,0.9984540337806134,0.0001357936675851361,0.0011761634324326418
74,1547.408,-28.13,0.998461845359697,0.00013579401860831447,0.0011761603920879301
75,1547.416,-28.154,0.9984703220727699,0.00013579472065467128,0.0011761543114456616
76,1547.416,-28.177,0.9984784017503809,0.00013579472065467128,0.0011761543114456616
77,1547.42,-28.202,0.998487135611807,0.0001357950716778497,0.0011761512711481045
78,1547.432,-28.227,0.9984958193415145,0.00013579612474738485,0.0011761421503497407
79,1547.444,-28.252,0.9985044532272556,0.00013579717781692004,0.0011761330296928352
80,1547.444,-28.281,0.9985144064676506,0.00013579717781692004,0.0011761330296928352
81,1547.452,-28.307,0.9985232737326014,0.00013579787986327683,0.0011761269493334849
82,1547.46,-28.329,0.9985307354506376,0.00013579858190963361,0.0011761208690370024
83,1547.456,-28.358,0.9985405137762173,0.0001357982308864552,0.0011761239091773853
84,1547.476,-28.383,0.9985488911192085,0.00013579998600234719,0.0011761087086326375
85,1547.488,-28.413,0.9985588804824799,0.00013580103907188238,0.0011760995884943855
86,1547.492,-28.443,0.9985688010794581,0.00013580139009506076,0.0011760965484797336
87,1547.504,-28.47,0.9985776712128772,0.00013580244316459595,0.0011760874285300716
88,1547.508,-28.502,0.9985881128031964,0.00013580279418777435,0.0011760843885782817
89,1547.516,-28.532,0.9985978321662943,0.00013580349623413114,0.0011760783087218483
90,1547.52,-28.563,0.9986078052233703,0.00013580384725730952,0.0011760752688172041
91,1547.528,-28.593,0.9986173890248012,0.00013580454930366633,0.0011760691890550605
92,1547.532,-28.621,0.998626274373422,0.0001358049003268447,0.0011760661491975611
93,1547.504,-28.648,0.9986347883049336,0.00013580244316459595,0.0011760874285300716
94,1547.516,-28.677,0.9986438741325644,0.00013580349623413114,0.0011760783087218483
95,1547.528,-28.703,0.9986519686261869,0.00013580454930366633,0.0011760691890550605
96,1547.54,-28.731,0.9986606317490196,0.0001358056023732015,0.001176060069529705
97,1547.548,-28.758,0.9986689327440196,0.00013580630441955828,0.0011760539899247065
98,1547.556,-28.781,0.9986759633706082,0.0001358070064659151,0.0011760479103825644
99,1547.552,-28.808,0.9986841693449041,0.0001358066554427367,0.0011760509501457786
100,1547.564,-28.831,0.9986911194925755,0.00013580770851227188,0.0011760418309032775
101,1547.572,-28.855,0.9986983326844208,0.00013580841055862864,0.0011760357514868452
102,1547.576,-28.886,0.9987075909216447,0.00013580876158180707,0.0011760327118021988
103,1547.58,-28.909,0.9987144173577911,0.00013580911260498545,0.001176029672133266
104,1547.584,-28.934,0.9987217965070848,0.00013580946362816386,0.0011760266324800461
105,1547.592,-28.96,0.9987294258947914,0.00013581016567452064,0.0011760205532207453
106,1547.588,-28.983,0.9987361369997687,0.00013580981465134223,0.0011760235928425394
